Time,Temperature
1584196013.0688536,32.0
1584196013.1659381,48.0
1584196013.2748456,32.0
1584196013.3898478,45.0
1584196013.4932344,39.0
1584196013.607729,43.0
1584196013.7145827,46.0
1584196013.8210788,50.0
1584196013.9357908,42.0
1584196014.0423908,33.0
1584196014.1509268,47.0
1584196014.2651932,42.0
1584196014.3700292,30.0
1584196014.4787505,46.0
1584196014.5898306,32.0
1584196014.696946,48.0
1584196014.807347,38.0
1584196014.9174528,38.0
1584196015.0245595,44.0
1584196015.1338654,42.0
1584196015.2482865,50.0
1584196015.353982,45.0
1584196015.4613857,34.0
1584196015.577536,49.0
1584196015.6831374,34.0
1584196015.791443,34.0
1584196015.9002802,32.0
1584196016.0111127,47.0
1584196016.1489506,35.0
1584196016.2321692,43.0
1584196016.337072,36.0
1584196016.447054,41.0
1584196016.5579011,33.0
1584196016.6699345,43.0
1584196016.7755945,30.0
1584196016.8835082,50.0
1584196016.9943554,34.0
1584196017.1052105,36.0
1584196017.2145128,43.0
1584196017.3215823,31.0
1584196017.4320517,43.0
