Time,Temperature
1588608710.64076,66.0
1588608711.79357,66.0
1588608712.84047,66.0
1588608713.89264,66.0
1588608714.9533,66.0
1588608716.00724,66.0
1588608717.18048,66.0
1588608718.23395,66.0
1588608770.7202,66.0
1588608771.78341,66.0
1588608772.8458,66.0
1588608773.90855,66.0
1588608774.95672,66.0
1588608776.01104,66.0
1588608786.3249633,66.0
1588608786.3249633,66.0
1588608786.4015226,66.0
1588608786.4015226,66.0
1588608786.506391,66.0
1588608786.506391,66.0
1588608786.6170726,66.0
1588608786.6170726,66.0
1588608786.7293167,66.0
1588608786.7293167,66.0
1588608786.8380795,66.0
1588608786.8380795,66.0
1588608786.9445877,66.0
1588608786.9445877,66.0
1588608787.0557928,66.0
1588608787.0557928,66.0
1588608787.1643639,66.0
1588608787.1643639,66.0
1588608787.2710254,66.0
1588608787.2710254,66.0
1588608787.3811855,66.0
1588608787.3811855,66.0
1588608787.4929621,66.0
1588608787.4929621,66.0
1588608787.6043415,66.0
1588608787.6043415,66.0
1588608787.7142906,66.0
1588608787.7142906,66.0
1588608787.8207004,66.0
1588608787.8207004,66.0
1588608787.9275568,66.0
1588608787.9275568,66.0
1588608788.043342,66.0
1588608788.043342,66.0
1588608788.1514592,66.0
1588608788.1514592,66.0
1588608788.2563314,66.0
1588608788.2563314,66.0
1588608788.3669662,66.0
1588608788.3669662,66.0
1588608788.478811,66.0
1588608788.478811,66.0
1588608788.5845237,66.0
1588608788.5845237,66.0
1588608788.6945522,66.0
1588608788.6945522,66.0
1588608788.8033423,66.0
1588608788.8033423,66.0
1588608788.912571,66.0
1588608788.912571,66.0
1588608789.022551,66.0
1588608789.022551,66.0
1588608789.1311045,66.0
1588608789.1311045,66.0
1588608789.2403867,66.0
1588608789.2403867,66.0
1588608789.3521945,66.0
1588608789.3521945,66.0
1588608789.4646537,66.0
1588608789.4646537,66.0
1588608789.5692127,66.0
1588608789.5692127,66.0
1588608789.6774905,66.0
1588608789.6774905,66.0
1588608789.7935214,66.0
1588608789.7935214,66.0
1588608789.8961728,66.0
1588608789.8961728,66.0
1588608790.0096347,66.0
1588608790.0096347,66.0
1588608790.1155329,66.0
1588608790.1155329,66.0
1588608790.230496,66.0
1588608790.230496,66.0
1588608790.3382432,66.0
1588608790.3382432,66.0
1588608790.4443264,66.0
1588608790.4443264,66.0
1588608790.553466,66.0
1588608790.553466,66.0
1588608790.6614325,66.0
1588608790.6614325,66.0
1588608790.7767053,66.0
1588608790.7767053,66.0
1588608790.8827195,66.0
1588608790.8827195,66.0
1588608790.9911234,66.0
1588608790.9911234,66.0
1588608791.1055343,66.0
1588608791.1055343,66.0
1588608791.2134852,66.0
1588608791.2134852,66.0
1588608791.3215218,66.0
1588608791.3215218,66.0
1588608791.428407,66.0
1588608791.428407,66.0
1588608791.536621,66.0
1588608791.536621,66.0
1588608791.6485279,66.0
1588608791.6485279,66.0
1588608791.7555313,66.0
1588608791.7555313,66.0
1588608791.868175,66.0
1588608791.868175,66.0
1588608791.9801872,66.0
1588608791.9801872,66.0
1588608792.086454,66.0
1588608792.086454,66.0
1588608792.1954231,66.0
1588608792.1954231,66.0
1588608792.3025506,66.0
1588608792.3025506,66.0
1588608792.4125743,66.0
1588608792.4125743,66.0
1588608792.525827,66.0
1588608792.525827,66.0
1588608792.6318734,66.0
1588608792.6318734,66.0
1588608792.7398949,66.0
1588608792.7398949,66.0
1588608792.8535788,66.0
1588608792.8535788,66.0
1588608792.958661,66.0
1588608792.958661,66.0
1588608793.0710838,66.0
1588608793.0710838,66.0
1588608793.1790667,66.0
1588608793.1790667,66.0
1588608793.2873774,66.0
1588608793.2873774,66.0
1588608793.3959646,66.0
1588608793.3959646,66.0
1588608793.5060308,66.0
1588608793.5060308,66.0
1588608793.6162632,66.0
1588608793.6162632,66.0
1588608793.7281816,66.0
1588608793.7281816,66.0
1588608793.8350484,66.0
1588608793.8350484,66.0
1588608793.943565,66.0
1588608793.943565,66.0
1588608794.0546732,66.0
