Time,Temperature
1584019599.3634317,43.0
1584019599.4503489,32.0
1584019599.5612442,36.0
1584019599.6711407,42.0
1584019599.7810361,34.0
1584019599.8909316,50.0
1584019600.0018263,43.0
1584019600.1077282,33.0
1584019600.2176232,32.0
1584019600.3265197,44.0
1584019600.4374156,31.0
1584019600.5463128,49.0
1584019600.6552105,33.0
1584019600.7631085,50.0
1584019600.8770003,48.0
1584019600.9828992,46.0
1584019601.0927975,38.0
1584019601.2006948,37.0
1584019601.311589,31.0
1584019601.4204876,33.0
1584019601.5303812,42.0
1584019601.644275,41.0
1584019601.7521725,40.0
1584019601.8570743,30.0
1584019601.967969,40.0
1584019602.0768647,50.0
1584019602.1867626,32.0
1584019602.2956598,42.0
1584019602.4055543,46.0
1584019602.5184472,50.0
1584019602.6243486,35.0
1584019602.7342436,45.0
1584019602.844141,41.0
1584019602.9510396,45.0
1584019603.061933,32.0
1584019603.17083,40.0
1584019603.2807279,30.0
1584019603.3906233,32.0
1584019603.500518,33.0
1584019603.6074173,36.0
1584019603.7163157,42.0
1584019603.831206,38.0
1584019603.9371054,48.0
1584019604.0460024,41.0
1584019604.1549003,45.0
1584019604.2697926,30.0
1584019604.3746927,33.0
1584019604.4845886,40.0
1584019604.5944865,33.0
1584019604.7003853,37.0
1584019604.811279,47.0
1584019604.9201758,41.0
1584019605.0300717,32.0
1584019605.1379714,35.0
1584019605.2478669,49.0
1584019605.3577652,44.0
1584019605.4956324,33.0
1584019605.5775564,39.0
1584019605.6874518,40.0
1584019605.797348,50.0
1584019605.9062438,50.0
1584019606.0191379,34.0
1584019606.1270356,32.0
