Time,Temperature
1584347329.325435,37.0
1584347329.4363286,49.0
1584347329.5442271,34.0
1584347329.6541235,50.0
1584347329.7650175,46.0
1584347329.8749166,49.0
1584347329.9818122,37.0
1584347330.0927086,34.0
1584347330.2016053,36.0
1584347330.310501,37.0
1584347330.4223967,36.0
1584347330.5292962,40.0
1584347330.6391916,30.0
1584347330.7470884,49.0
1584347330.8569856,31.0
1584347330.966882,37.0
1584347331.0787778,32.0
1584347331.186673,46.0
1584347331.2945707,40.0
1584347331.4064655,30.0
1584347331.5153627,50.0
1584347331.6242602,31.0
1584347331.7381518,35.0
1584347331.843053,39.0
1584347331.9529488,47.0
1584347332.0608482,36.0
1584347332.1707442,30.0
1584347332.2786415,36.0
1584347332.3885367,37.0
1584347332.4978175,45.0
1584347332.6109762,35.0
1584347332.7177792,41.0
