Time,Temperature
1584299316.9802423,39.0
1584299317.0564435,44.0
1584299317.1644924,39.0
1584299317.2789729,39.0
1584299317.384041,34.0
1584299317.4933934,33.0
1584299317.602864,45.0
1584299317.7114327,32.0
1584299317.8227441,37.0
1584299317.9301612,32.0
1584299318.0405033,39.0
1584299318.1488965,41.0
1584299318.259238,33.0
1584299318.3676317,37.0
1584299318.4789548,47.0
1584299318.5863693,36.0
1584299318.7006574,44.0
1584299318.8070576,46.0
1584299318.9149497,37.0
1584299319.0536,35.0
1584299319.1356237,33.0
1584299319.2449918,36.0
1584299319.3524146,47.0
1584299319.461778,36.0
1584299319.5761185,41.0
1584299319.6805067,32.0
1584299319.7909079,32.0
1584299319.9002678,39.0
1584299320.0086138,35.0
1584299320.1179793,50.0
1584299320.2283258,32.0
1584299320.3533354,46.0
1584299320.4490194,37.0
1584299320.5564368,50.0
1584299320.6648233,32.0
1584299320.7741888,42.0
1584299320.883562,46.0
1584299320.993898,38.0
1584299321.1032703,31.0
1584299321.2136173,40.0
1584299321.3268948,45.0
1584299321.432965,42.0
1584299321.544287,34.0
1584299321.6528563,45.0
1584299321.7599335,50.0
1584299321.8685288,40.0
1584299321.9798105,50.0
1584299322.087099,46.0
1584299322.1963382,40.0
