Time,Temperature
1588608485.323366,66.0
1588608485.323366,66.0
1588608485.429444,66.0
1588608485.429444,66.0
1588608485.5384533,66.0
1588608485.5384533,66.0
1588608485.6512225,66.0
1588608485.6512225,66.0
1588608485.7580001,66.0
1588608485.7580001,66.0
1588608485.8652847,66.0
1588608485.8652847,66.0
1588608485.9742754,66.0
1588608485.9742754,66.0
1588608486.088017,66.0
1588608486.088017,66.0
1588608486.1928647,66.0
1588608486.1928647,66.0
1588608486.304813,66.0
1588608486.304813,66.0
1588608486.4132087,66.0
1588608486.4132087,66.0
1588608486.5208004,66.0
1588608486.5208004,66.0
1588608486.6313457,66.0
1588608486.6313457,66.0
1588608486.7436974,66.0
1588608486.7436974,66.0
1588608486.8518775,66.0
1588608486.8518775,66.0
1588608486.9639452,66.0
1588608486.9639452,66.0
1588608487.0715551,66.0
1588608487.0715551,66.0
1588608487.1778984,66.0
1588608487.1778984,66.0
1588608487.2868836,66.0
1588608487.2868836,66.0
1588608487.4010298,66.0
1588608487.4010298,66.0
1588608487.5081186,66.0
1588608487.5081186,66.0
1588608487.6169963,66.0
1588608487.6169963,66.0
1588608487.7243443,66.0
1588608487.7243443,66.0
1588608487.8370059,66.0
1588608487.8370059,66.0
1588608487.9431622,66.0
1588608487.9431622,66.0
1588608488.0547063,66.0
1588608488.0547063,66.0
1588608488.1643376,66.0
1588608488.1643376,66.0
1588608488.2758725,66.0
1588608488.2758725,66.0
1588608488.3807702,66.0
1588608488.3807702,66.0
1588608488.4902236,66.0
1588608488.4902236,66.0
1588608488.6009095,66.0
1588608488.6009095,66.0
1588608488.7130303,66.0
1588608488.7130303,66.0
1588608488.818608,66.0
1588608488.818608,66.0
1588608488.9298215,66.0
1588608488.9298215,66.0
1588608489.0392997,66.0
1588608489.0392997,66.0
1588608489.1469162,66.0
1588608489.1469162,66.0
1588608489.2559853,66.0
1588608489.2559853,66.0
1588608489.3674486,66.0
1588608489.3674486,66.0
1588608489.4764955,66.0
1588608489.4764955,66.0
1588608489.5865126,66.0
1588608489.5865126,66.0
1588608489.6960037,66.0
1588608489.6960037,66.0
1588608489.8033543,66.0
1588608489.8033543,66.0
1588608489.9118807,66.0
1588608489.9118807,66.0
1588608490.0263643,66.0
1588608490.0263643,66.0
1588608490.1316986,66.0
1588608490.1316986,66.0
1588608490.2401648,66.0
1588608490.2401648,66.0
1588608490.3498712,66.0
1588608490.3498712,66.0
1588608490.4633422,66.0
1588608490.4633422,66.0
1588608490.56863,66.0
1588608490.56863,66.0
1588608490.6774564,66.0
1588608490.6774564,66.0
1588608490.7884703,66.0
1588608490.7884703,66.0
1588608490.9016118,66.0
1588608490.9016118,66.0
1588608491.0064113,66.0
1588608491.0064113,66.0
1588608491.1157131,66.0
1588608491.1157131,66.0
1588608491.2273152,66.0
1588608491.2273152,66.0
1588608491.3378007,66.0
1588608491.3378007,66.0
1588608491.444515,66.0
1588608491.444515,66.0
1588608491.5532439,66.0
1588608491.5532439,66.0
1588608491.6614094,66.0
1588608491.6614094,66.0
1588608491.7723334,66.0
1588608491.7723334,66.0
1588608491.8838868,66.0
1588608491.8838868,66.0
1588608491.9922445,66.0
1588608491.9922445,66.0
1588608492.0993235,66.0
1588608492.0993235,66.0
1588608492.2123606,66.0
1588608492.2123606,66.0
1588608492.3185794,66.0
1588608492.3185794,66.0
1588608492.429646,66.0
1588608492.429646,66.0
1588608492.5369549,66.0
1588608492.5369549,66.0
1588608492.6499734,66.0
1588608492.6499734,66.0
1588608492.7571707,66.0
1588608492.7571707,66.0
1588608492.8649876,66.0
1588608492.8649876,66.0
1588608492.9756281,66.0
1588608492.9756281,66.0
1588608493.0879152,66.0
1588608493.0879152,66.0
1588608493.192766,66.0
1588608493.192766,66.0
1588608493.3044498,66.0
1588608493.3044498,66.0
1588608493.4133406,66.0
1588608493.4133406,66.0
1588608493.5265567,66.0
1588608493.5265567,66.0
1588608493.6305914,66.0
1588608493.6305914,66.0
1588608493.7414167,66.0
1588608493.7414167,66.0
1588608493.8509362,66.0
1588608493.8509362,66.0
1588608493.963902,66.0
1588608493.963902,66.0
1588608494.070202,66.0
1588608494.070202,66.0
1588608494.1779063,66.0
1588608494.1779063,66.0
1588608494.2879255,66.0
1588608494.2879255,66.0
1588608494.3968801,66.0
1588608494.3968801,66.0
1588608494.505326,66.0
1588608494.505326,66.0
1588608494.6153867,66.0
1588608494.6153867,66.0
1588608494.7263765,66.0
1588608494.7263765,66.0
1588608494.8387275,66.0
1588608494.8387275,66.0
1588608494.9443216,66.0
1588608494.9443216,66.0
1588608495.0536232,66.0
1588608495.0536232,66.0
1588608495.164881,66.0
1588608495.164881,66.0
1588608495.2754672,66.0
1588608495.2754672,66.0
1588608495.3808813,66.0
1588608495.3808813,66.0
1588608495.4943538,66.0
1588608495.4943538,66.0
1588608495.6022437,66.0
1588608495.6022437,66.0
1588608495.708315,66.0
1588608495.708315,66.0
1588608495.8182995,66.0
1588608495.8182995,66.0
1588608495.9277496,66.0
1588608495.9277496,66.0
1588608496.0378435,66.0
1588608496.0378435,66.0
1588608496.1509435,66.0
1588608496.1509435,66.0
1588608496.2557883,66.0
1588608496.2557883,66.0
1588608496.3687959,66.0
1588608496.3687959,66.0
1588608496.4767222,66.0
1588608496.4767222,66.0
1588608496.5869665,66.0
1588608496.5869665,66.0
1588608496.6942909,66.0
1588608496.6942909,66.0
1588608496.8050015,66.0
1588608496.8050015,66.0
1588608496.9118736,66.0
1588608496.9118736,66.0
1588608497.020923,66.0
1588608497.020923,66.0
1588608497.1311753,66.0
1588608497.1311753,66.0
1588608497.2400758,66.0
1588608497.2400758,66.0
1588608497.351875,66.0
1588608497.351875,66.0
1588608497.4630044,66.0
1588608497.4630044,66.0
1588608497.5703244,66.0
1588608497.5703244,66.0
1588608497.6801453,66.0
1588608497.6801453,66.0
1588608497.7874496,66.0
1588608497.7874496,66.0
1588608497.901582,66.0
1588608497.901582,66.0
1588608498.0055375,66.0
1588608498.0055375,66.0
1588608498.1160579,66.0
1588608498.1160579,66.0
1588608498.225327,66.0
1588608498.225327,66.0
1588608498.334115,66.0
1588608498.334115,66.0
1588608498.4438772,66.0
1588608498.4438772,66.0
1588608498.5543842,66.0
1588608498.5543842,66.0
1588608498.664502,66.0
1588608498.664502,66.0
1588608498.7744207,66.0
1588608498.7744207,66.0
1588608498.8827815,66.0
1588608498.8827815,66.0
1588608498.9937742,66.0
1588608498.9937742,66.0
1588608499.100317,66.0
1588608499.100317,66.0
1588608499.2135148,66.0
1588608499.2135148,66.0
1588608499.3195548,66.0
1588608499.3195548,66.0
1588608499.4276733,66.0
1588608499.4276733,66.0
1588608499.538664,66.0
1588608499.538664,66.0
1588608499.645785,66.0
1588608499.645785,66.0
1588608499.7563527,66.0
1588608499.7563527,66.0
1588608499.866882,66.0
1588608499.866882,66.0
1588608499.975301,66.0
1588608499.975301,66.0
