Time,Temperature
1584299364.0395558,37.0
1584299364.152416,45.0
1584299364.2617023,48.0
1584299364.3677492,46.0
1584299364.480237,31.0
1584299364.5905519,31.0
1584299364.6965127,49.0
1584299364.8065975,40.0
1584299364.9152694,34.0
1584299365.0266216,35.0
1584299365.1340053,39.0
1584299365.2433753,50.0
1584299365.3568628,32.0
1584299365.4623077,50.0
1584299365.5755792,42.0
1584299365.6810465,45.0
1584299365.7924027,42.0
1584299365.8997865,35.0
1584299366.0096478,36.0
1584299366.1182535,38.0
1584299366.2284684,33.0
1584299366.33882,42.0
1584299366.4511216,44.0
1584299366.5575478,47.0
1584299366.665238,42.0
1584299366.775428,47.0
1584299366.8847032,48.0
1584299366.993979,30.0
1584299367.1036692,39.0
1584299367.2120566,46.0
1584299367.3233793,32.0
1584299367.4317708,38.0
1584299367.5401673,35.0
1584299367.6516094,33.0
1584299367.7590215,34.0
1584299367.8683949,42.0
1584299367.9777634,39.0
1584299368.09109,35.0
1584299368.199225,48.0
1584299368.3066168,30.0
1584299368.4159713,30.0
1584299368.525405,31.0
1584299368.634079,33.0
1584299368.7439616,41.0
1584299368.8523057,36.0
1584299368.9635582,35.0
1584299369.076068,30.0
1584299369.1818578,49.0
1584299369.2902567,44.0
1584299369.3996553,47.0
1584299369.5089867,45.0
1584299369.618357,32.0
1584299369.7287006,41.0
1584299369.8380706,34.0
1584299369.9474363,34.0
1584299370.0568056,31.0
1584299370.1681259,33.0
1584299370.2756274,46.0
1584299370.3849165,38.0
1584299370.494283,32.0
1584299370.6114786,42.0
1584299370.7160969,32.0
1584299370.8213933,41.0
1584299370.9305327,37.0
1584299371.0417469,32.0
1584299371.148903,42.0
1584299371.2589297,32.0
1584299371.3701847,42.0
1584299371.4787104,47.0
1584299371.589055,42.0
