Time,Temperature
1584361720.2390032,36.0
1584361720.2390032,36.0
1584361720.302943,47.0
1584361720.302943,47.0
1584361720.403847,47.0
1584361720.403847,47.0
1584361720.513621,38.0
1584361720.513621,38.0
1584361720.6245155,46.0
1584361720.6245155,46.0
1584361720.7324152,48.0
1584361720.7324152,48.0
1584361720.8417392,45.0
1584361720.8417392,45.0
1584361720.9516354,46.0
1584361720.9516354,46.0
1584361721.0615282,33.0
1584361721.0615282,33.0
1584361721.1697643,31.0
1584361721.1697643,31.0
1584361721.2783954,50.0
1584361721.2783954,50.0
1584361721.388292,36.0
1584361721.388292,36.0
1584361721.4971874,44.0
1584361721.4971874,44.0
1584361721.6077049,39.0
1584361721.6077049,39.0
1584361721.7166026,33.0
1584361721.7166026,33.0
1584361721.8304946,47.0
1584361721.8304946,47.0
1584361721.937393,34.0
1584361721.937393,34.0
1584361722.0452905,44.0
1584361722.0452905,44.0
1584361722.153392,46.0
1584361722.153392,46.0
1584361722.265287,30.0
1584361722.265287,30.0
1584361722.372185,42.0
1584361722.372185,42.0
1584361722.4820805,32.0
1584361722.4820805,32.0
1584361722.5969715,37.0
1584361722.5969715,37.0
1584361722.7028265,43.0
1584361722.7028265,43.0
1584361722.8112476,38.0
1584361722.8112476,38.0
1584361722.9265177,38.0
1584361722.9265177,38.0
1584361723.0341105,30.0
1584361723.0341105,30.0
1584361723.1383436,34.0
1584361723.1383436,34.0
1584361723.2501488,36.0
1584361723.2501488,36.0
1584361723.3575938,44.0
1584361723.3575938,44.0
1584361723.4715211,50.0
1584361723.4715211,50.0
1584361723.577756,45.0
1584361723.577756,45.0
1584361723.6855686,36.0
1584361723.6855686,36.0
1584361723.8002462,34.0
1584361723.8002462,34.0
1584361723.9100657,42.0
1584361723.9100657,42.0
1584361724.012969,34.0
1584361724.012969,34.0
1584361724.1228647,42.0
1584361724.1228647,42.0
1584361724.231761,50.0
1584361724.231761,50.0
1584361724.347651,47.0
1584361724.347651,47.0
1584361724.453541,32.0
1584361724.453541,32.0
1584361724.5614388,43.0
1584361724.5614388,43.0
1584361724.6693366,41.0
1584361724.6693366,41.0
1584361724.7782333,50.0
1584361724.7782333,50.0
1584361724.8913605,41.0
1584361724.8913605,41.0
1584361724.9977758,34.0
1584361724.9977758,34.0
1584361725.106672,34.0
1584361725.106672,34.0
1584361725.221564,45.0
1584361725.221564,45.0
1584361725.3264644,41.0
1584361725.3264644,41.0
1584361725.437308,32.0
1584361725.437308,32.0
1584361725.548897,47.0
1584361725.548897,47.0
1584361725.6588128,41.0
1584361725.6588128,41.0
1584361725.762644,42.0
1584361725.762644,42.0
1584361725.8748257,36.0
1584361725.8748257,36.0
1584361725.9874523,44.0
1584361725.9874523,44.0
1584361726.0923266,46.0
1584361726.0923266,46.0
1584361726.2003455,50.0
1584361726.2003455,50.0
1584361726.3102407,48.0
1584361726.3102407,48.0
1584361726.4221354,43.0
1584361726.4221354,43.0
1584361726.5300324,44.0
1584361726.5300324,44.0
1584361726.6379297,47.0
1584361726.6379297,47.0
1584361726.749825,36.0
1584361726.749825,36.0
1584361726.8607202,31.0
1584361726.8607202,31.0
1584361726.9658735,34.0
1584361726.9658735,34.0
1584361727.0777678,37.0
1584361727.0777678,37.0
1584361727.184666,41.0
1584361727.184666,41.0
1584361727.2955606,36.0
1584361727.2955606,36.0
1584361727.4054577,42.0
1584361727.4054577,42.0
1584361727.5143542,30.0
1584361727.5143542,30.0
1584361727.6242507,38.0
1584361727.6242507,38.0
1584361727.7371452,37.0
1584361727.7371452,37.0
1584361727.8419158,37.0
1584361727.8419158,37.0
1584361727.95314,47.0
1584361727.95314,47.0
1584361728.0607421,44.0
1584361728.0607421,44.0
1584361728.1765962,50.0
1584361728.1765962,50.0
1584361728.282243,36.0
1584361728.282243,36.0
1584361728.3914275,41.0
1584361728.3914275,41.0
1584361728.5275364,38.0
1584361728.5275364,38.0
1584361728.6074595,39.0
1584361728.6074595,39.0
1584361728.7173562,33.0
1584361728.7173562,33.0
1584361728.8272533,36.0
1584361728.8272533,36.0
1584361728.9371486,49.0
1584361728.9371486,49.0
1584361729.0452359,45.0
1584361729.0452359,45.0
1584361729.1541317,32.0
1584361729.1541317,32.0
1584361729.2660258,40.0
1584361729.2660258,40.0
1584361729.3769217,41.0
1584361729.3769217,41.0
1584361729.4869533,38.0
1584361729.4869533,38.0
1584361729.5911732,46.0
1584361729.5911732,46.0
1584361729.7011642,38.0
1584361729.7011642,38.0
1584361729.8134165,42.0
1584361729.8134165,42.0
1584361729.9205248,30.0
1584361729.9205248,30.0
