Time,Temperature
1584343815.2865293,36.0
1584343815.3883572,34.0
1584343815.5004876,38.0
1584343815.609557,42.0
1584343815.721352,33.0
1584343815.8252542,34.0
1584343815.937147,48.0
1584343816.0448556,49.0
1584343816.159,36.0
1584343816.2658994,36.0
1584343816.3747957,43.0
1584343816.4816952,47.0
1584343816.5968091,43.0
1584343816.7007115,31.0
1584343816.8096085,41.0
1584343816.9195044,48.0
1584343817.0338619,46.0
1584343817.1407604,50.0
1584343817.2476826,44.0
1584343817.3592024,46.0
1584343817.4723587,50.0
1584343817.5766995,32.0
1584343817.6848197,47.0
1584343817.793824,39.0
1584343817.9137118,47.0
1584343818.0136178,36.0
1584343818.1245139,44.0
1584343818.2324107,50.0
1584343818.3415852,37.0
1584343818.452481,43.0
1584343818.5613778,48.0
1584343818.6692746,37.0
1584343818.7787108,45.0
1584343818.89004,44.0
1584343818.9999366,49.0
1584343819.1068347,40.0
1584343819.2221196,38.0
1584343819.326301,30.0
1584343819.4361987,50.0
1584343819.5450957,50.0
1584343819.6549916,41.0
1584343819.764887,30.0
1584343819.8730469,36.0
1584343819.985088,44.0
1584343820.0909867,48.0
1584343820.2004485,49.0
1584343820.3109384,40.0
1584343820.4188359,33.0
1584343820.5297303,45.0
1584343820.6386275,41.0
1584343820.747524,32.0
1584343820.8584187,48.0
1584343820.9713132,50.0
1584343821.0795062,45.0
1584343821.1884024,46.0
1584343821.2953012,35.0
1584343821.409193,50.0
1584343821.5150938,35.0
1584343821.6236126,39.0
1584343821.7324038,45.0
1584343821.8476458,45.0
1584343821.952966,35.0
