Time,Temperature
1584346789.2836547,43.0
1584346789.3615806,45.0
1584346789.472401,47.0
1584346789.577748,44.0
1584346789.68795,34.0
1584346789.7959676,45.0
1584346789.9054725,30.0
1584346790.0166974,46.0
1584346790.1282952,41.0
1584346790.2328792,33.0
1584346790.3433795,43.0
1584346790.4534888,42.0
1584346790.5624678,33.0
1584346790.672405,36.0
1584346790.7792466,41.0
1584346790.8901422,47.0
1584346790.9980397,33.0
1584346791.1079373,37.0
1584346791.2178316,45.0
1584346791.3269863,46.0
1584346791.4358835,42.0
1584346791.5487761,50.0
1584346791.6546757,46.0
1584346791.7667272,42.0
1584346791.8752449,50.0
1584346791.982993,39.0
1584346792.098765,49.0
1584346792.202353,31.0
1584346792.3115954,50.0
1584346792.421271,35.0
1584346792.5343184,36.0
1584346792.639303,43.0
1584346792.7520537,46.0
1584346792.8591375,30.0
1584346792.9680352,47.0
1584346793.0779312,42.0
1584346793.1868293,41.0
1584346793.2977235,50.0
1584346793.4046226,44.0
1584346793.5145185,33.0
1584346793.6244142,30.0
1584346793.7343109,45.0
1584346793.8422098,50.0
1584346793.952105,41.0
1584346794.061004,43.0
1584346794.170897,40.0
1584346794.2806082,46.0
1584346794.3915024,45.0
1584346794.4994013,38.0
1584346794.6087573,30.0
1584346794.7216501,34.0
1584346794.8285503,39.0
1584346794.9354522,45.0
1584346795.0463436,47.0
1584346795.1562407,40.0
1584346795.2660434,36.0
1584346795.3729296,47.0
1584346795.4848685,39.0
