Time,Temperature
1584347113.2035103,33.0
1584347113.3107026,37.0
1584347113.4220946,41.0
1584347113.5338194,48.0
1584347113.6385427,36.0
1584347113.7514343,46.0
1584347113.8566043,32.0
1584347113.966525,30.0
1584347114.076421,48.0
1584347114.1863158,47.0
1584347114.2942135,50.0
1584347114.4051094,49.0
1584347114.5130086,42.0
1584347114.6239028,48.0
1584347114.7367964,31.0
1584347114.8466918,42.0
1584347114.9505942,38.0
1584347115.0617864,33.0
1584347115.1739829,36.0
1584347115.278883,38.0
1584347115.3887794,33.0
1584347115.5016718,39.0
1584347115.607574,33.0
1584347115.7214127,38.0
1584347115.8256752,49.0
1584347115.935344,43.0
1584347116.044052,47.0
1584347116.1587884,41.0
1584347116.2626338,48.0
1584347116.3725307,39.0
1584347116.4814265,50.0
1584347116.5933204,41.0
1584347116.7032244,47.0
1584347116.810123,40.0
1584347116.9200187,37.0
1584347117.067879,36.0
1584347117.1398113,39.0
1584347117.2492235,44.0
1584347117.3621168,32.0
1584347117.4720123,44.0
1584347117.5769122,48.0
1584347117.6848123,50.0
1584347117.7983947,33.0
1584347117.9033077,40.0
1584347118.0134685,32.0
1584347118.122777,50.0
1584347118.2336133,34.0
1584347118.3471787,30.0
1584347118.4510806,30.0
1584347118.5599763,32.0
