Time,Temperature
1584298590.546937,42.0
1584298590.6357791,43.0
1584298590.7444406,35.0
1584298590.852928,42.0
1584298590.962351,30.0
1584298591.0742705,34.0
1584298591.1843033,41.0
1584298591.2908893,38.0
1584298591.3988538,32.0
1584298591.5089471,45.0
1584298591.6184163,45.0
1584298591.7316082,42.0
1584298591.8378227,30.0
1584298591.9482057,36.0
1584298592.0592983,43.0
1584298592.1692238,46.0
1584298592.2750206,32.0
1584298592.3853037,39.0
1584298592.494385,32.0
1584298592.6047273,34.0
1584298592.7141008,45.0
1584298592.8215392,31.0
1584298592.930304,47.0
1584298593.0397074,41.0
1584298593.1539223,37.0
1584298593.2593875,35.0
1584298593.3736687,40.0
1584298593.4789321,41.0
1584298593.588976,39.0
1584298593.6961598,50.0
1584298593.8072298,30.0
1584298593.9145203,39.0
1584298594.0300164,39.0
1584298594.1339762,35.0
1584298594.242641,33.0
1584298594.3583245,43.0
1584298594.4616568,39.0
1584298594.5732327,31.0
1584298594.680487,45.0
1584298594.789856,36.0
1584298594.8992207,32.0
1584298595.009568,39.0
1584298595.117957,37.0
1584298595.2273257,36.0
1584298595.3386452,35.0
1584298595.4460626,38.0
1584298595.5564086,37.0
1584298595.6706672,44.0
1584298595.780234,37.0
1584298595.8850734,43.0
1584298595.998108,50.0
1584298596.1043236,43.0
1584298596.2125223,43.0
1584298596.3238661,48.0
1584298596.4334629,50.0
1584298596.5414996,35.0
1584298596.6545045,30.0
1584298596.7607348,44.0
1584298596.8693347,48.0
1584298596.9835873,36.0
1584298597.0870945,44.0
1584298597.1984468,45.0
1584298597.310349,32.0
1584298597.4148355,33.0
1584298597.5241988,43.0
1584298597.6335654,49.0
1584298597.742932,33.0
1584298597.8542635,41.0
1584298597.9626734,36.0
1584298598.074261,33.0
1584298598.1830134,40.0
1584298598.2944393,30.0
1584298598.3990858,41.0
1584298598.5087857,32.0
1584298598.6222894,45.0
1584298598.7278385,41.0
1584298598.8389897,46.0
1584298598.9491282,43.0
1584298599.0594082,30.0
1584298599.1658883,42.0
1584298599.279133,43.0
1584298599.3865478,48.0
1584298599.4941387,46.0
1584298599.6029515,32.0
1584298599.7122908,50.0
1584298599.8216605,42.0
1584298599.9359088,42.0
1584298600.0435984,39.0
1584298600.1498477,50.0
1584298600.2585552,34.0
1584298600.3724823,50.0
1584298600.478325,43.0
1584298600.5932252,40.0
1584298600.6987314,31.0
1584298600.8067229,35.0
1584298600.9198666,34.0
1584298601.0285494,48.0
1584298601.1351984,49.0
1584298601.2479105,33.0
1584298601.3522696,42.0
1584298601.4616365,32.0
1584298601.5710037,32.0
1584298601.6852524,47.0
1584298601.7896545,47.0
1584298601.8989897,31.0
1584298602.0112822,48.0
1584298602.1187012,32.0
1584298602.2271001,36.0
1584298602.341366,44.0
1584298602.447782,37.0
1584298602.5592256,43.0
1584298602.6697757,47.0
1584298602.7749126,33.0
1584298602.8844986,32.0
1584298602.994965,32.0
1584298603.1039386,50.0
1584298603.2184355,32.0
1584298603.3223205,39.0
1584298603.431495,44.0
1584298603.5439575,30.0
1584298603.6543002,33.0
1584298603.7587879,47.0
1584298603.8710957,44.0
1584298603.9836342,49.0
1584298604.088144,47.0
1584298604.1984665,50.0
1584298604.3088012,35.0
1584298604.4191554,41.0
1584298604.529495,41.0
1584298604.6349633,31.0
1584298604.7433505,38.0
1584298604.8581142,44.0
1584298604.96416,33.0
1584298605.0710452,35.0
1584298605.1838207,35.0
1584298605.2951863,30.0
1584298605.3994653,39.0
1584298605.5092525,37.0
1584298605.6232085,43.0
1584298605.7280843,49.0
1584298605.8364692,47.0
1584298605.9487674,44.0
1584298606.0571604,43.0
1584298606.1645863,35.0
1584298606.2758949,32.0
1584298606.3833096,32.0
1584298606.4926789,43.0
1584298606.6069338,36.0
1584298606.7163193,42.0
1584298606.822784,33.0
1584298606.9350605,49.0
1584298607.0395179,47.0
1584298607.1537797,34.0
1584298607.2592394,41.0
1584298607.3676403,45.0
1584298607.4779842,39.0
1584298607.5883963,39.0
1584298607.6978686,44.0
1584298607.8113015,34.0
1584298607.9177344,33.0
1584298608.0241678,33.0
1584298608.1335337,39.0
1584298608.2429032,47.0
1584298608.3542283,48.0
1584298608.4616709,33.0
1584298608.5710487,48.0
1584298608.6804082,49.0
1584298608.7917292,41.0
1584298608.9040332,35.0
1584298609.0092278,32.0
1584298609.1234803,50.0
1584298609.2300022,39.0
1584298609.3375692,45.0
1584298609.4459376,46.0
1584298609.5590248,33.0
1584298609.66538,43.0
1584298609.7780862,34.0
1584298609.887624,32.0
1584298609.994296,30.0
1584298610.105939,32.0
1584298610.212309,33.0
1584298610.322654,34.0
1584298610.4349778,49.0
1584298610.5433488,49.0
1584298610.661113,35.0
1584298610.7587507,44.0
1584298610.8730035,50.0
1584298610.9774895,33.0
1584298611.088814,34.0
1584298611.1962504,40.0
1584298611.3079555,34.0
1584298611.4197092,34.0
1584298611.5289328,50.0
1584298611.6351306,44.0
1584298611.7444708,39.0
1584298611.852982,35.0
1584298611.9621468,37.0
1584298612.0722122,38.0
1584298612.1835947,41.0
1584298612.2912154,32.0
1584298612.3999298,41.0
1584298612.509297,40.0
1584298612.6186693,47.0
1584298612.7319448,46.0
1584298612.8374045,35.0
1584298612.9467707,50.0
1584298613.06102,43.0
1584298613.1694133,38.0
1584298613.275938,37.0
1584298613.3856683,39.0
1584298613.4952102,35.0
1584298613.6019943,40.0
1584298613.7124228,49.0
1584298613.823137,48.0
1584298613.9324107,41.0
1584298614.043087,30.0
1584298614.1553514,35.0
1584298614.2605865,41.0
1584298614.3721375,48.0
1584298614.4770575,31.0
1584298614.589137,31.0
1584298614.6965556,31.0
1584298614.8059258,39.0
1584298614.9152918,33.0
1584298615.0285854,48.0
1584298615.1350021,38.0
1584298615.2433941,50.0
1584298615.3547125,49.0
1584298615.462135,50.0
1584298615.5719662,43.0
1584298615.6844,49.0
1584298615.7914171,31.0
1584298615.9009304,32.0
1584298616.0083413,47.0
1584298616.1228335,39.0
1584298616.229006,37.0
1584298616.3378656,49.0
1584298616.449463,46.0
1584298616.557643,37.0
1584298616.669078,33.0
1584298616.777721,37.0
1584298616.8842466,47.0
1584298616.9944441,39.0
1584298617.1086922,36.0
1584298617.2122302,37.0
1584298617.321572,38.0
1584298617.433867,50.0
1584298617.5403347,36.0
1584298617.6546454,32.0
1584298617.7614102,47.0
1584298617.8677583,46.0
1584298617.9820514,40.0
1584298618.0884461,46.0
1584298618.1976762,35.0
1584298618.3109362,31.0
1584298618.4157765,50.0
1584298618.5243154,33.0
1584298618.6362295,34.0
1584298618.747553,33.0
1584298618.8525941,40.0
1584298618.9624088,36.0
1584298619.0717947,50.0
1584298619.1811612,31.0
1584298619.289552,43.0
1584298619.4038372,30.0
1584298619.508793,39.0
1584298619.6229963,39.0
1584298619.7314785,35.0
1584298619.8368187,31.0
1584298619.946185,32.0
1584298620.0594635,31.0
1584298620.1659083,49.0
1584298620.2789881,33.0
1584298620.3860435,37.0
1584298620.4927595,47.0
1584298620.6056943,37.0
1584298620.7184799,50.0
1584298620.8216228,41.0
1584298620.9352536,34.0
1584298621.045302,50.0
1584298621.150456,39.0
1584298621.2600567,45.0
1584298621.3684492,48.0
1584298621.4787931,33.0
1584298621.5871842,50.0
1584298621.6985114,40.0
1584298621.806895,36.0
1584298621.9162655,44.0
1584298622.0246572,35.0
1584298622.1349998,48.0
1584298622.249314,30.0
1584298622.3566668,42.0
1584298622.4643614,42.0
1584298622.5708158,40.0
1584298622.6848867,36.0
1584298622.79121,42.0
1584298622.9055226,36.0
1584298623.0113618,37.0
1584298623.1183145,49.0
1584298623.2317138,45.0
1584298623.343132,41.0
1584298623.446909,45.0
1584298623.5605993,30.0
1584298623.666023,30.0
1584298623.7763608,50.0
1584298623.884783,45.0
1584298623.9970548,47.0
1584298624.1034937,31.0
1584298624.2138405,43.0
1584298624.3232317,45.0
1584298624.431597,37.0
1584298624.544443,40.0
1584298624.6506467,44.0
1584298624.758231,50.0
1584298624.8727257,43.0
1584298624.98339,39.0
1584298625.0882368,50.0
1584298625.1967158,41.0
1584298625.3072302,39.0
1584298625.416366,39.0
1584298625.5304785,42.0
1584298625.6333601,36.0
1584298625.7445488,30.0
1584298625.8529396,32.0
1584298625.9623044,50.0
1584298626.073661,33.0
1584298626.1847332,38.0
1584298626.292153,39.0
1584298626.4015179,45.0
1584298626.509908,49.0
1584298626.6241684,46.0
1584298626.7281718,38.0
1584298626.8372133,31.0
1584298626.9494553,49.0
1584298627.0557418,42.0
1584298627.168313,35.0
1584298627.2787035,43.0
1584298627.3836548,43.0
1584298627.4981916,48.0
1584298627.6024969,33.0
1584298627.7127066,35.0
1584298627.823488,49.0
1584298627.9361951,43.0
1584298628.0397089,37.0
1584298628.1520035,32.0
1584298628.2604208,43.0
1584298628.368793,34.0
1584298628.4781513,37.0
1584298628.586543,30.0
1584298628.6978695,38.0
1584298628.8082154,40.0
1584298628.9175773,41.0
1584298629.0289192,31.0
1584298629.1344438,39.0
1584298629.2471652,34.0
1584298629.3534203,30.0
1584298629.4636657,31.0
1584298629.5740335,45.0
1584298629.6827283,47.0
1584298629.7948163,44.0
1584298629.903063,43.0
1584298630.009085,35.0
1584298630.120329,34.0
1584298630.2279086,43.0
1584298630.3382564,30.0
1584298630.446667,43.0
1584298630.5599287,35.0
1584298630.6661284,43.0
1584298630.774465,32.0
1584298630.8867667,32.0
1584298630.9942088,36.0
1584298631.10726,39.0
1584298631.2191443,35.0
1584298631.3232784,41.0
1584298631.4341393,45.0
1584298631.540594,48.0
1584298631.650853,30.0
1584298631.7619987,41.0
1584298631.8691406,48.0
1584298631.9790757,40.0
1584298632.0879374,42.0
1584298632.1960187,41.0
1584298632.3079104,30.0
1584298632.4145296,42.0
