Time,Temperature
1584350181.6870143,35.0
1584350181.6870143,35.0
1584350181.7799244,37.0
1584350181.7799244,37.0
1584350181.8878236,42.0
1584350181.8878236,42.0
1584350181.99947,45.0
1584350181.99947,45.0
1584350182.1073625,34.0
1584350182.1073625,34.0
1584350182.2162592,40.0
1584350182.2162592,40.0
1584350182.32616,48.0
1584350182.32616,48.0
1584350182.4410505,47.0
1584350182.4410505,47.0
1584350182.5469503,36.0
1584350182.5469503,36.0
1584350182.6538491,37.0
1584350182.6538491,37.0
1584350182.7649992,44.0
1584350182.7649992,44.0
1584350182.872897,37.0
1584350182.872897,37.0
1584350182.9827926,43.0
1584350182.9827926,43.0
1584350183.09169,49.0
1584350183.09169,49.0
1584350183.2025845,32.0
1584350183.2025845,32.0
1584350183.3094964,30.0
1584350183.3094964,30.0
1584350183.4193914,35.0
1584350183.4193914,35.0
1584350183.5292883,44.0
1584350183.5292883,44.0
1584350183.6401825,34.0
1584350183.6401825,34.0
1584350183.7493324,36.0
1584350183.7493324,36.0
1584350183.8582902,39.0
1584350183.8582902,39.0
1584350183.9666731,39.0
1584350183.9666731,39.0
1584350184.0755715,43.0
1584350184.0755715,43.0
1584350184.1844687,39.0
1584350184.1844687,39.0
1584350184.2963614,43.0
1584350184.2963614,43.0
1584350184.4074526,49.0
1584350184.4074526,49.0
1584350184.515349,34.0
1584350184.515349,34.0
1584350184.6246681,46.0
1584350184.6246681,46.0
1584350184.7345657,48.0
1584350184.7345657,48.0
1584350184.8424602,38.0
1584350184.8424602,38.0
1584350184.9523568,30.0
1584350184.9523568,30.0
1584350185.0622528,33.0
1584350185.0622528,33.0
1584350185.1697254,36.0
1584350185.1697254,36.0
1584350185.2786222,50.0
1584350185.2786222,50.0
1584350185.3895173,37.0
1584350185.3895173,37.0
1584350185.5004115,40.0
1584350185.5004115,40.0
1584350185.6083107,50.0
1584350185.6083107,50.0
1584350185.716022,30.0
1584350185.716022,30.0
