Time,Temperature
1584348970.9838183,37.0
1584348971.091718,30.0
1584348971.2016127,31.0
1584348971.3095114,31.0
1584348971.4204059,40.0
1584348971.5293026,41.0
1584348971.6391995,38.0
1584348971.7481174,50.0
1584348971.860268,45.0
1584348971.9671652,50.0
1584348972.07706,38.0
1584348972.1909544,30.0
1584348972.295853,36.0
1584348972.4047506,40.0
1584348972.5126483,30.0
1584348972.6225455,45.0
1584348972.733439,40.0
1584348972.8445878,30.0
1584348972.951488,32.0
1584348973.0663977,38.0
1584348973.1712966,41.0
1584348973.2798245,38.0
1584348973.3909855,33.0
1584348973.499286,44.0
1584348973.607748,50.0
1584348973.7166722,44.0
1584348973.8257608,30.0
1584348973.9368756,39.0
