Time,Temperature
1589901731.4497929,66.0
1589901731.4497929,66.0
1589901731.560971,66.0
1589901731.560971,66.0
1589901731.668427,66.0
1589901731.668427,66.0
1589901731.777893,66.0
1589901731.777893,66.0
1589901731.8883288,66.0
1589901731.8883288,66.0
1589901731.9983068,66.0
1589901731.9983068,66.0
1589901732.1102254,66.0
1589901732.1102254,66.0
1589901732.2158153,66.0
1589901732.2158153,66.0
1589901732.32881,66.0
1589901732.32881,66.0
1589901732.4327104,66.0
1589901732.4327104,66.0
1589901732.545604,66.0
1589901732.545604,66.0
1589901732.654138,66.0
1589901732.654138,66.0
1589901732.7609472,66.0
1589901732.7609472,66.0
1589901732.8737533,66.0
1589901732.8737533,66.0
1589901732.9810069,66.0
1589901732.9810069,66.0
1589901733.0907724,66.0
1589901733.0907724,66.0
1589901733.2048972,66.0
1589901733.2048972,66.0
1589901733.3109481,66.0
1589901733.3109481,66.0
1589901733.4196458,66.0
1589901733.4196458,66.0
1589901733.527262,66.0
1589901733.527262,66.0
1589901733.6387928,66.0
1589901733.6387928,66.0
1589901733.7485445,66.0
1589901733.7485445,66.0
1589901733.8598862,66.0
1589901733.8598862,66.0
1589901733.9639294,66.0
1589901733.9639294,66.0
1589901734.0783882,66.0
1589901734.0783882,66.0
1589901734.1839428,66.0
1589901734.1839428,66.0
1589901734.2958844,66.0
1589901734.2958844,66.0
1589901734.402002,66.0
1589901734.402002,66.0
1589901734.5118968,66.0
1589901734.5118968,66.0
1589901734.6248808,66.0
1589901734.6248808,66.0
1589901734.7344728,66.0
1589901734.7344728,66.0
1589901734.8399715,66.0
1589901734.8399715,66.0
1589901734.9537332,66.0
1589901734.9537332,66.0
1589901735.0596328,66.0
1589901735.0596328,66.0
1589901735.1776505,66.0
1589901735.1776505,66.0
1589901735.2781234,66.0
1589901735.2781234,66.0
1589901735.3859851,66.0
1589901735.3859851,66.0
1589901735.4989762,66.0
1589901735.4989762,66.0
1589901735.6081746,66.0
1589901735.6081746,66.0
1589901735.7145786,66.0
1589901735.7145786,66.0
1589901735.8277166,66.0
1589901735.8277166,66.0
1589901735.935615,66.0
1589901735.935615,66.0
1589901736.043512,66.0
1589901736.043512,66.0
1589901736.151413,66.0
1589901736.151413,66.0
1589901736.2663023,66.0
1589901736.2663023,66.0
1589901736.3742006,66.0
1589901736.3742006,66.0
1589901736.4801004,66.0
1589901736.4801004,66.0
1589901736.5909946,66.0
1589901736.5909946,66.0
1589901736.6991603,66.0
1589901736.6991603,66.0
1589901736.8110533,66.0
1589901736.8110533,66.0
1589901736.9206948,66.0
1589901736.9206948,66.0
1589901737.0291395,66.0
1589901737.0291395,66.0
1589901737.1420333,66.0
1589901737.1420333,66.0
1589901737.2489314,66.0
1589901737.2489314,66.0
1589901737.3570006,66.0
1589901737.3570006,66.0
1589901737.4640682,66.0
1589901737.4640682,66.0
1589901737.5749607,66.0
1589901737.5749607,66.0
1589901737.6841333,66.0
1589901737.6841333,66.0
