Time,Temperature
1584298509.0884488,30.0
1584298509.165608,32.0
1584298509.279424,46.0
1584298509.3901553,40.0
1584298509.4945154,45.0
1584298509.6028888,33.0
1584298509.716775,50.0
1584298509.82159,49.0
1584298509.9347916,34.0
1584298510.041853,47.0
1584298510.1509194,39.0
1584298510.265665,33.0
1584298510.3719642,34.0
1584298510.4770584,44.0
1584298510.5876293,34.0
1584298510.7007983,46.0
1584298510.806266,30.0
1584298510.9152646,30.0
1584298511.029643,34.0
1584298511.1348228,31.0
1584298511.2486594,42.0
1584298511.35456,41.0
1584298511.4637382,35.0
1584298511.5771568,35.0
1584298511.6849813,37.0
1584298511.7902114,30.0
1584298511.904853,44.0
1584298512.0083961,46.0
1584298512.118301,35.0
1584298512.2298203,49.0
1584298512.3369467,34.0
1584298512.4476206,50.0
1584298512.560216,36.0
1584298512.665221,46.0
1584298512.7757533,34.0
1584298512.890546,40.0
1584298512.996613,34.0
1584298513.1037571,42.0
1584298513.21198,39.0
1584298513.3262239,47.0
1584298513.4317837,47.0
1584298513.5411737,43.0
1584298513.652977,36.0
1584298513.7590468,48.0
1584298513.872317,42.0
1584298513.9778388,44.0
1584298514.0882647,34.0
1584298514.1993697,38.0
1584298514.3118732,41.0
1584298514.4147418,42.0
1584298514.5298965,34.0
1584298514.6345065,46.0
1584298514.7438202,39.0
1584298514.852064,44.0
1584298514.9684951,34.0
1584298515.0742283,47.0
1584298515.1846752,45.0
1584298515.2894802,46.0
1584298515.399046,34.0
1584298515.5089703,41.0
1584298515.6229458,42.0
1584298515.7280521,31.0
1584298515.8376317,31.0
1584298515.9506502,44.0
1584298516.0577676,35.0
1584298516.1675282,42.0
1584298516.2739112,46.0
1584298516.3848805,47.0
1584298516.497806,39.0
1584298516.605764,50.0
1584298516.7121716,32.0
1584298516.8262813,32.0
1584298516.9350069,32.0
1584298517.0403564,48.0
1584298517.1549087,42.0
1584298517.26488,36.0
1584298517.3680987,32.0
1584298517.4782398,35.0
1584298517.5872414,42.0
1584298517.6982722,39.0
1584298517.8073099,49.0
1584298517.9148543,38.0
1584298518.0243394,43.0
1584298518.1336977,33.0
1584298518.2473698,36.0
1584298518.3523564,49.0
1584298518.4617567,32.0
1584298518.5769367,47.0
1584298518.6825929,32.0
1584298518.791649,46.0
1584298518.9044154,40.0
1584298519.011167,35.0
1584298519.1176326,39.0
1584298519.2298403,49.0
1584298519.3373053,46.0
1584298519.4497983,46.0
1584298519.5611255,30.0
1584298519.6648939,42.0
1584298519.7783594,37.0
1584298519.8844664,36.0
1584298519.9941826,41.0
1584298520.104352,32.0
1584298520.2187085,38.0
1584298520.3242333,44.0
1584298520.4358616,31.0
1584298520.5402954,30.0
1584298520.651437,40.0
1584298520.7590837,30.0
1584298520.8683584,34.0
1584298520.9795234,40.0
1584298521.0937963,32.0
1584298521.2004611,46.0
1584298521.306652,34.0
1584298521.4176893,45.0
1584298521.5289667,46.0
1584298521.6338282,49.0
1584298521.747314,33.0
1584298521.8532495,44.0
1584298521.9640596,46.0
1584298522.0754316,44.0
1584298522.1853344,50.0
1584298522.2905219,39.0
1584298522.4040465,34.0
1584298522.509211,38.0
1584298522.618548,36.0
1584298522.7298884,44.0
1584298522.8366044,47.0
1584298522.9459608,36.0
1584298523.0602045,37.0
1584298523.1659608,30.0
1584298523.2749388,46.0
1584298523.3905425,44.0
1584298523.4963312,33.0
1584298523.6043231,47.0
1584298523.7181575,35.0
1584298523.8249574,46.0
1584298523.930118,33.0
1584298524.067186,32.0
1584298524.1531448,38.0
1584298524.261024,37.0
1584298524.3723385,40.0
1584298524.4796503,38.0
1584298524.5873792,36.0
1584298524.7024121,30.0
1584298524.805667,34.0
1584298524.9154506,33.0
1584298525.0281644,43.0
1584298525.1375313,40.0
1584298525.2438755,44.0
1584298525.3547254,48.0
1584298525.4617007,34.0
