Time,Temperature
1584348282.723904,40.0
1584348282.8274357,34.0
1584348282.9355316,50.0
1584348283.0458007,43.0
1584348283.1574624,42.0
1584348283.2634625,46.0
1584348283.3726869,33.0
1584348283.4856737,33.0
1584348283.5915067,34.0
1584348283.7009017,35.0
1584348283.815438,30.0
1584348283.920438,39.0
1584348284.0340428,44.0
1584348284.139694,43.0
1584348284.2485151,36.0
1584348284.3564508,49.0
1584348284.4708033,35.0
1584348284.5766034,39.0
1584348284.686835,44.0
1584348284.7956588,46.0
1584348284.9083703,45.0
1584348285.0145783,42.0
1584348285.1224914,42.0
1584348285.231536,33.0
1584348285.3434904,45.0
1584348285.4508939,39.0
1584348285.560441,49.0
1584348285.6697285,38.0
1584348285.7834368,47.0
