Time,Temperature
1584361935.304985,45.0
1584361935.304985,45.0
1584361935.4048886,46.0
1584361935.4048886,46.0
1584361935.5137854,36.0
1584361935.5137854,36.0
1584361935.6257691,40.0
1584361935.6257691,40.0
1584361935.7357795,41.0
1584361935.7357795,41.0
1584361935.8419504,48.0
1584361935.8419504,48.0
1584361935.9520953,34.0
1584361935.9520953,34.0
1584361936.0599935,43.0
1584361936.0599935,43.0
1584361936.1688898,31.0
1584361936.1688898,31.0
1584361936.2787857,50.0
1584361936.2787857,50.0
1584361936.3896809,47.0
1584361936.3896809,47.0
1584361936.500576,43.0
1584361936.500576,43.0
1584361936.6064765,39.0
1584361936.6064765,39.0
1584361936.7173717,47.0
1584361936.7173717,47.0
1584361936.8262682,45.0
1584361936.8262682,45.0
1584361936.9384172,39.0
1584361936.9384172,39.0
1584361937.0453172,39.0
1584361937.0453172,39.0
1584361937.1592093,37.0
1584361937.1592093,37.0
1584361937.2651112,48.0
1584361937.2651112,48.0
1584361937.3730595,39.0
1584361937.3730595,39.0
1584361937.4829583,36.0
1584361937.4829583,36.0
1584361937.5928535,46.0
1584361937.5928535,46.0
1584361937.7017503,30.0
1584361937.7017503,30.0
1584361937.8097756,42.0
1584361937.8097756,42.0
1584361937.9199324,47.0
1584361937.9199324,47.0
1584361938.028827,38.0
1584361938.028827,38.0
1584361938.1403813,40.0
1584361938.1403813,40.0
1584361938.251628,32.0
1584361938.251628,32.0
1584361938.3746026,36.0
1584361938.3746026,36.0
1584361938.4675138,36.0
1584361938.4675138,36.0
1584361938.5764098,34.0
1584361938.5764098,34.0
1584361938.685308,44.0
1584361938.685308,44.0
1584361938.7952025,43.0
1584361938.7952025,43.0
1584361938.907098,40.0
1584361938.907098,40.0
1584361939.0129967,43.0
1584361939.0129967,43.0
1584361939.1228929,45.0
1584361939.1228929,45.0
1584361939.2367861,36.0
1584361939.2367861,36.0
1584361939.346721,30.0
1584361939.346721,30.0
1584361939.45305,32.0
1584361939.45305,32.0
1584361939.5622985,42.0
1584361939.5622985,42.0
1584361939.6741903,50.0
1584361939.6741903,50.0
