Time,Temperature
1584299326.4481578,41.0
1584299326.5597935,48.0
1584299326.6666796,30.0
1584299326.775021,42.0
1584299326.8833163,38.0
1584299326.9959455,39.0
1584299327.1037366,30.0
1584299327.2116423,37.0
1584299327.3268995,37.0
1584299327.432341,43.0
1584299327.541699,49.0
1584299327.6540294,46.0
1584299327.7604365,44.0
1584299327.8678517,31.0
1584299327.9772174,35.0
1584299328.086601,31.0
1584299328.2002432,36.0
1584299328.3052719,46.0
1584299328.4155219,50.0
1584299328.528252,39.0
1584299328.635133,33.0
1584299328.7428646,46.0
1584299328.8529305,35.0
1584299328.9684155,36.0
1584299329.0719244,36.0
1584299329.1803434,32.0
1584299329.2902787,34.0
1584299329.399898,32.0
1584299329.5097454,38.0
1584299329.618138,31.0
1584299329.7275047,33.0
1584299329.838857,41.0
1584299329.9513993,46.0
1584299330.0569177,49.0
1584299330.1652863,48.0
1584299330.2795355,39.0
1584299330.386017,47.0
1584299330.4937036,41.0
1584299330.6054475,49.0
1584299330.7130177,35.0
1584299330.8210657,39.0
1584299330.932374,43.0
1584299331.0407639,37.0
1584299331.1540365,49.0
1584299331.2584863,40.0
1584299331.3678925,43.0
1584299331.4772258,35.0
1584299331.5905323,33.0
1584299331.6969364,48.0
1584299331.8053274,32.0
1584299331.9166486,36.0
1584299332.0260181,38.0
1584299332.134415,33.0
1584299332.2447555,31.0
1584299332.354122,40.0
1584299332.4634874,33.0
1584299332.5764632,47.0
1584299332.6818547,31.0
1584299332.7900493,38.0
1584299332.902624,32.0
1584299333.0084393,47.0
1584299333.1202927,42.0
1584299333.22858,33.0
1584299333.3369875,38.0
1584299333.445909,44.0
1584299333.5584366,41.0
1584299333.6650531,43.0
1584299333.7784274,47.0
1584299333.8839931,45.0
1584299333.9928617,49.0
1584299334.1022425,42.0
1584299334.211621,33.0
1584299334.3237271,36.0
1584299334.4311614,36.0
1584299334.5395281,48.0
1584299334.6508462,47.0
1584299334.7582972,41.0
1584299334.867683,46.0
1584299334.977634,36.0
1584299335.0941114,40.0
1584299335.1963303,44.0
1584299335.308316,46.0
1584299335.4165432,43.0
1584299335.528264,35.0
1584299335.6352947,30.0
1584299335.7431152,39.0
1584299335.8556309,49.0
1584299335.9620712,35.0
1584299336.0722063,50.0
1584299336.180621,34.0
1584299336.289961,42.0
1584299336.4042156,32.0
1584299336.5090714,37.0
1584299336.617621,38.0
1584299336.728927,42.0
1584299336.841226,50.0
1584299336.946688,50.0
1584299337.0551722,31.0
1584299337.1668139,42.0
1584299337.2747028,32.0
1584299337.3833926,48.0
1584299337.495019,46.0
1584299337.6032562,40.0
1584299337.7133696,48.0
1584299337.821964,40.0
1584299337.9326475,48.0
1584299338.040717,48.0
1584299338.1545188,41.0
1584299338.2604249,35.0
1584299338.368932,34.0
1584299338.477293,35.0
1584299338.5866885,48.0
1584299338.701003,49.0
1584299338.8070254,39.0
1584299338.9163966,31.0
1584299339.0247836,50.0
1584299339.1341515,40.0
1584299339.2435865,31.0
1584299339.353778,41.0
1584299339.4684002,40.0
1584299339.572731,46.0
1584299339.6835306,41.0
1584299339.7897727,44.0
1584299339.900964,43.0
1584299340.0089967,43.0
1584299340.1183913,50.0
1584299340.2287052,38.0
1584299340.3370867,48.0
1584299340.4467177,36.0
1584299340.5561285,41.0
1584299340.6691182,37.0
1584299340.774599,35.0
1584299340.8839326,36.0
1584299340.993302,39.0
1584299341.1026676,33.0
1584299341.2120366,31.0
1584299341.321405,36.0
1584299341.4308624,37.0
1584299341.540264,48.0
1584299341.6527944,46.0
1584299341.7603397,48.0
1584299341.8683295,44.0
1584299341.9786317,46.0
1584299342.091638,46.0
1584299342.196614,36.0
1584299342.3065434,33.0
1584299342.4145498,44.0
1584299342.5252538,32.0
1584299342.636037,50.0
1584299342.7431905,39.0
1584299342.8535638,41.0
1584299342.9619274,50.0
1584299343.0771549,39.0
1584299343.1836057,41.0
1584299343.29201,38.0
1584299343.4013546,35.0
