Time,Temperature
1584348742.748575,31.0
1584348742.856347,39.0
1584348742.9661717,49.0
1584348743.075258,39.0
1584348743.1899714,50.0
1584348743.2948737,43.0
1584348743.404768,34.0
1584348743.513539,35.0
1584348743.6244352,45.0
1584348743.733331,40.0
1584348743.8422282,33.0
1584348743.952125,49.0
1584348744.0620215,31.0
1584348744.1699185,37.0
1584348744.2788148,42.0
1584348744.3887117,36.0
1584348744.4976091,50.0
1584348744.6075056,48.0
1584348744.7182913,33.0
1584348744.825435,40.0
1584348744.9403267,36.0
1584348745.0438652,45.0
1584348745.15426,36.0
1584348745.2654655,49.0
1584348745.3732033,35.0
1584348745.4815552,37.0
1584348745.5944378,42.0
1584348745.7011886,37.0
1584348745.8164098,35.0
1584348745.9223104,30.0
1584348746.02821,46.0
1584348746.1381059,49.0
1584348746.2480204,43.0
1584348746.3589168,49.0
1584348746.5027819,30.0
1584348746.5797079,40.0
1584348746.6846085,47.0
1584348746.794753,35.0
1584348746.9055488,41.0
1584348747.0140412,39.0
1584348747.1249354,40.0
1584348747.2327702,40.0
