Time,Temperature
1584019240.6659825,49.0
1584019240.7479043,46.0
1584019240.8568008,39.0
1584019240.9686944,42.0
1584019241.0818818,30.0
1584019241.1876032,32.0
1584019241.2972395,45.0
1584019241.4039512,31.0
1584019241.517728,34.0
1584019241.6231613,43.0
1584019241.7333388,49.0
1584019241.8433495,50.0
1584019241.9571664,34.0
1584019242.0606253,42.0
1584019242.1696196,41.0
1584019242.2800372,34.0
1584019242.392992,41.0
1584019242.498632,41.0
1584019242.6078792,50.0
1584019242.7178612,42.0
1584019242.8315825,30.0
1584019242.9374323,40.0
1584019243.048003,46.0
1584019243.155614,39.0
1584019243.2685637,42.0
1584019243.374286,49.0
1584019243.484937,40.0
1584019243.5944238,46.0
1584019243.7013206,46.0
1584019243.8130891,43.0
1584019243.9228778,42.0
1584019244.0297768,46.0
1584019244.1436784,33.0
1584019244.2480538,41.0
1584019244.358007,35.0
1584019244.4682105,45.0
1584019244.5760007,30.0
1584019244.68676,37.0
1584019244.7956085,43.0
1584019244.906345,37.0
1584019245.0155258,32.0
1584019245.123111,32.0
1584019245.2316334,44.0
1584019245.3431168,45.0
1584019245.4518223,36.0
1584019245.5601382,44.0
1584019245.6726816,35.0
1584019245.778865,43.0
1584019245.893156,36.0
1584019245.9981046,35.0
1584019246.1099508,44.0
1584019246.2179682,33.0
1584019246.3307962,30.0
1584019246.4377725,46.0
1584019246.5444243,32.0
1584019246.655278,49.0
1584019246.765074,49.0
1584019246.8743832,30.0
1584019246.9836962,45.0
1584019247.0911682,50.0
1584019247.2008383,46.0
1584019247.3115702,31.0
1584019247.4201193,49.0
1584019247.5291333,35.0
1584019247.643803,38.0
1584019247.7491376,44.0
1584019247.8568192,32.0
1584019247.966602,44.0
1584019248.080037,42.0
1584019248.1848967,37.0
1584019248.2964244,42.0
1584019248.406501,31.0
1584019248.51868,36.0
1584019248.6251433,39.0
1584019248.769393,40.0
1584019248.8423245,38.0
1584019248.95222,33.0
1584019249.0611155,47.0
1584019249.1710124,40.0
1584019249.279909,40.0
1584019249.3945506,46.0
1584019249.499451,34.0
1584019249.6093452,35.0
1584019249.7189243,49.0
1584019249.830877,40.0
1584019249.9349203,41.0
1584019250.0469108,41.0
1584019250.1557763,30.0
1584019250.2689683,35.0
1584019250.374496,40.0
1584019250.481684,40.0
1584019250.5944057,43.0
1584019250.706715,50.0
